index,marca,fecha_alerta,fecha_vencimiento,mes,status,plazo_de_gestion,sucursal,canal,vendedor_rc,responsable_de_gestionar_alerta,cliente,vin,vehículo,satisfaccion_inicial,recomendacion_inicial,incidente_o_retorno_inicial,categoria,causas,puesto_involucrado,tiempo_de_respuesta_dias,estado,resp_alerta,tipo_de_alerta
5093,Marca 4,2018-05-22,2018-05-23,Mayo,GESTIONADO,FUERA DE PLAZO,Sucursal 1,PV,c2006c5ab28a559b148d6cf4d6a0d1dd,4821ee780842e7aa34d8ef61ac6d3408,d1fbeb62098d9730b7896e9f90749291,0793166d6a13b1f682f41a1b6c0c7d95,dafa4042195355a871b0cea63d5d2331,10.0,10.0,NO,Disconformidad con el fabricante,Disponibilidad de repuestos,Repuestos,0.9914280503374066,REVERTIDO,Responsable 1,OBSERVACION
5094,Marca 4,2018-05-22,2018-05-23,Mayo,GESTIONADO,A TIEMPO,Sucursal 1,VN,180545d52f998ebd5ecc93d736c72a5b,c08f8841952bad546e5caa12988ab5f4,53e6937559f48d783097318fa9840551,5a47e184173cdd9416efb331ca76045e,5f52d7ebd0096df9781c661f2bb3c094,9.0,10.0,NO,Condiciones Generales,Políticas de la empresa,Ventas,0.9912684661681558,CERRADO POR GERENCIA,Responsable 3,OBSERVACION
5095,Marca 1,2018-05-22,2018-05-24,Mayo,GESTIONADO,FUERA DE PLAZO,Sucursal 1,VN,85fe38a3cd426b403770d696d323b3b2,1908f889c9995605dda58f466ddef49b,1536f15c9cf508abf59b1bee3ce4b42c,e646abe04b421c5ea02ed5c1f9200099,dcc8194ced652f039f8b813101c6de7c,8.0,9.0,SI,Asesoramiento,"Plazos de entrega, Omisión/error en la sucripcion o en la venta, Gastos",Ventas,0.9915876345066568,REVERTIDO,Responsable 1,BAJA CALIFICACION E INCIDENTE
5096,Marca 1,2018-05-22,2018-05-24,Mayo,GESTIONADO,A TIEMPO,Sucursal 1,PA,2ba072ec514a31183407ca42482e77c1,dd8e94022e022084d7580fe8acf6db2f,cdd10883dce01f99e223ee4a4ce6dd7f,6b25397edb2dc7639204e2fc3372cb09,2e1d1e3fe8265865efbc8cbb4baaf4e8,6.0,7.0,SI,Varios,"Condiciones de Atención del Personal: Trato inadecuado/Falta de respeto; Asesoramiento: Omisión/error en la sucripcion o en la venta, Gastos, Tasación usado; Demoras en la Atención: Entrega Física; Disconformidad con el Fabricante: Disponibilidad de modelos; Condiciones Generales: Políticas de la empresa",Adjudicados,0.9912684661681558,NO REVERTIDO,Responsable 1,BAJA CALIFICACION E INCIDENTE
5097,Marca 1,2018-05-22,2018-05-24,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,a719145b67037cc21784bbafefa3c5b5,f06acc59114557c98677b6f575adc67b,0d860466cd06f9465b4132b6f00fc762,c136bfa8b09e7e3939de51a278f85e3a,dcc8194ced652f039f8b813101c6de7c,5.0,5.0,SI,Varios,Reclamos al taller : Trabajo parcial ; Tiempo de inmovilización en el taller ; Turnos : Disponibilidad de turnos,Taller,0.9902598486230164,SIN RESPUESTA,Responsable 3,BAJA CALIFICACION Y RETORNO
5098,Marca 1,2018-05-22,2018-05-24,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,9ee531feca6f911c7dbd4b7809ea8124,aa582b03e5a21ff9bdfe6b108d0f8dc4,e116bcf6b150350492ebee8e87913ef5,4f8bd4002d0f94b7c6496316d2902211,868441be602a7d7025ec070234fe5e98,8.0,10.0,NO,Expectativas altas del cliente,Nota 7 y 8 sin comentario negativo,Asesor,0.9902598486230164,SIN RESPUESTA,Responsable 3,BAJA CALIFICACION
5099,Marca 1,2018-05-22,2018-05-24,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,9ee531feca6f911c7dbd4b7809ea8124,aa582b03e5a21ff9bdfe6b108d0f8dc4,92b7f7d69ec24e1a34dde5b8bce6d5a2,12db3f37bedf77e530b1c9a256ed36e2,868441be602a7d7025ec070234fe5e98,7.0,-1.0,NO,Varios,Reclamos al taller : Trabajo parcial ; Disconformidad con el fabricante : Politica de precios,Asesor,0.9902598486230164,SIN RESPUESTA,Responsable 3,BAJA CALIFICACION
5100,Marca 1,2018-05-22,2018-05-24,Mayo,GESTIONADO,FUERA DE PLAZO,Sucursal 1,VN,2e0f20ed8696bf9cfa929c2a21b2a696,0aff813dc89c41ea7cbe5eda4f39e630,49e23f009e1024eccbcd4a453ae0d108,22f9b53a1d8fcf285dbb29655033efb7,868441be602a7d7025ec070234fe5e98,6.0,9.0,NO,Asesoramiento,Omisión/error en la sucripcion o en la venta,Ventas,0.9913824548604778,REVERTIDO,Responsable 3,BAJA CALIFICACION
5101,Marca 1,2018-05-22,2018-05-24,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 1,VN,2e0f20ed8696bf9cfa929c2a21b2a696,0029b623072d60b77e30bc8bd80757bf,619027f45dbef124d9d5d49301c7800b,e06a8d5213ad9fc8c25b4f2f2f7339dd,f1cd4783183e397fd3696027224efc23,3.0,2.0,SI,Varios,"Problemas de Gestoría : Faltante / error en documentación ; Asesoramiento ; Plazos de entrega ; Incumplimiento de promesas ; Sobre el proceso administrativo ,Disconformidad con el fabricante : Disponibilidad de colores ; Condiciones Generales : Políticas de la empresa ;",Ventas,0.9902598486230164,SIN RESPUESTA,Responsable 3,BAJA CALIFICACION E INCIDENTE
5102,Marca 1,2018-05-22,2018-05-24,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,9ee531feca6f911c7dbd4b7809ea8124,aa582b03e5a21ff9bdfe6b108d0f8dc4,a4677f039983e65f0cdb053657fdd8c6,9e3e018738ba4c5c6849c1cd66cb476a,868441be602a7d7025ec070234fe5e98,7.0,7.0,NO,Disconformidad con el fabricante,Políticas de precios,Asesor,0.9902598486230164,SIN RESPUESTA,Responsable 1,BAJA CALIFICACION
5103,Marca 1,2018-05-22,2018-05-24,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,a343b7da295ba0509889e23ca5ad2752,5ddb224ccc347d0bd21137b0bf52130e,06b82d51e037238ee11a21ee9298128f,e8edf78c6de2ca702dd73554aa5385c8,868441be602a7d7025ec070234fe5e98,5.0,5.0,SI,Varios,Reclamos al Taller: Mala reparación; Disconformidad con el Fabricante: Políticas de precios,Taller,0.9902598486230164,SIN RESPUESTA,Responsable 1,BAJA CALIFICACION Y RETORNO
5104,Marca 1,2018-05-22,2018-05-24,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,a62628a6c05b06944959484eea045c3d,8db6872d46989e3e0b35c129132f006c,7991bcd8ef8d4296e801b59593c6744a,b0279d2a33660b9b4ff4c11e20cab7b3,5ca51a364b718d7cf63111141d84925d,4.0,1.0,SI,Varios,"Reclamos al Taller: Tiempo de inmovilización en el taller, Mala reparación; Comunicación: Falta de comunicación ante novedades; Asesoramiento: Precios;",Taller,0.9902598486230164,SIN RESPUESTA,Responsable 1,BAJA CALIFICACION Y RETORNO
5105,Marca 1,2018-05-22,2018-05-23,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 1,VN,4ca0d3de2e12b31a400adfcc229c8fd5,ee28ab9178472ff97059aeddc36de287,6af8d23ca06aa5f8e7c3983623c68d65,0569e021f851c45168dc2dc446bc32f6,f1cd4783183e397fd3696027224efc23,9.0,9.0,NO,Asesoramiento,Plazos de entrega,Entrega Administrativa,0.9902598486230164,SIN RESPUESTA,Responsable 1,OBSERVACION
5106,Marca 1,2018-05-22,2018-05-23,Mayo,GESTIONADO,Sin Tratamiento,Sucursal 1,VN,de1eb0f011df46f52fb7c4912d3f8b42,c4548e229a55455ff03755e3e384a634,9d11aba5c8a4069cd0406bb352339a5c,3df2e28a0ebe9f44743184c0a804c898,dcc8194ced652f039f8b813101c6de7c,9.0,10.0,NO,Problemas de gestoría,Faltante / error en documentación,Gestoria,0.9902598486230164,SIN RESPUESTA,Responsable 1,OBSERVACION
5107,Marca 1,2018-05-22,2018-05-23,Mayo,GESTIONADO,FUERA DE PLAZO,Sucursal 1,PA,0c7e510983f4db66d83ac591a2139a69,ee28ab9178472ff97059aeddc36de287,555ba902ad216d33aa76397018ef3ffa,53b4a79268fb9f788f1894acab191155,2e1d1e3fe8265865efbc8cbb4baaf4e8,10.0,10.0,NO,Asesoramiento,"Gastos, Facturación",Adjudicados,0.9915420390297284,REVERTIDO,Responsable 1,OBSERVACION
5108,Marca 1,2018-05-22,2018-05-23,Mayo,GESTIONADO,FUERA DE PLAZO,Sucursal 1,PA,4670b23758d9833e709ffda351a9d4ad,ee28ab9178472ff97059aeddc36de287,93d1580306030761cc3b26dcc692cf68,5c746fc8579f23ddc2e9f6b7922b20d5,868441be602a7d7025ec070234fe5e98,9.0,10.0,NO,Asesoramiento,Plazos de entrega,Entrega Administrativa,0.9915420390297284,REVERTIDO,Responsable 1,OBSERVACION
5109,Marca 1,2018-05-22,2018-05-23,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,a343b7da295ba0509889e23ca5ad2752,5ddb224ccc347d0bd21137b0bf52130e,c5e6692221b4bb504e0a169d8d479221,8c5a0ec677332e21ceb2f183df104d03,dcc8194ced652f039f8b813101c6de7c,10.0,10.0,NO,Comunicación,Falta de comunicación ante novedades,Asesor,0.9902598486230164,SIN RESPUESTA,Responsable 3,OBSERVACION
5110,Marca 1,2018-05-22,2018-05-23,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,bfc8a24c1afa76885cb823a665f5e443,a62628a6c05b06944959484eea045c3d,d337c4840259c3ddc5bc4650209d8054,cfc0aad7a6c03d610f6a2a2c477913ba,748fbecc231e2d9ae357f3db7914b27a,10.0,10.0,NO,Reclamos al taller,Trabajo parcial,Taller,0.9902598486230164,SIN RESPUESTA,Responsable 3,OBSERVACION
5111,Marca 1,2018-05-22,2018-05-23,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,72feec128656152c18ffd6056eb9f8a5,69b6f915d2372bdcd6e206866afacdd7,f3473d6e719f5fa238b8845a13d9de9a,a1c389e926ba195ced177dde0351f5bf,ee905153110241a953036aa3ecf0540b,10.0,10.0,NO,Turnos,Disponibilidad de turnos,Turnos,0.9902598486230164,SIN RESPUESTA,Responsable 3,OBSERVACION
5112,Marca 1,2018-05-22,2018-05-23,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,a343b7da295ba0509889e23ca5ad2752,5ddb224ccc347d0bd21137b0bf52130e,002812b7d34ec549306deebd92714053,b8fd3eecc9dadac0955b913915df5e23,dcc8194ced652f039f8b813101c6de7c,9.0,10.0,NO,Demoras en la atención,Devolución del VH,Asesor,0.9902598486230164,SIN RESPUESTA,Responsable 3,OBSERVACION
5113,Marca 1,2018-05-22,2018-05-23,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,9ee531feca6f911c7dbd4b7809ea8124,aa582b03e5a21ff9bdfe6b108d0f8dc4,cb6f03d7b118241e5d7d729096c6d659,7836d1e33ad80b056b94d5fdae84df93,868441be602a7d7025ec070234fe5e98,10.0,10.0,NO,Reclamos al taller,Trabajo parcial,Taller,0.9902598486230164,SIN RESPUESTA,Responsable 1,OBSERVACION
5114,Marca 1,2018-05-22,2018-05-23,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,9ee531feca6f911c7dbd4b7809ea8124,aa582b03e5a21ff9bdfe6b108d0f8dc4,72377815b2f70784f1c60ad1c0592572,4a848134d9d819f3bbdb69dfffc1e2fa,748fbecc231e2d9ae357f3db7914b27a,10.0,10.0,NO,Faltante de objetos personales,Faltante de objetos personales,Asesor,0.9902598486230164,SIN RESPUESTA,Responsable 1,OBSERVACION
5115,Marca 1,2018-05-22,2018-05-23,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,2d07905095f90fdb06b4fe84fd76919d,aa582b03e5a21ff9bdfe6b108d0f8dc4,e88c6f72d03da19d3f21984cf7c3f672,ddb5cb46679d728f45f91dc1ab356eb2,ee905153110241a953036aa3ecf0540b,10.0,10.0,NO,Varios,Lavado: Vehículo no lavado / aspirado; Asesoramiento: Nuevo problema,Asesor,0.9902598486230164,SIN RESPUESTA,Responsable 1,OBSERVACION
5116,Marca 1,2018-05-22,2018-05-23,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 1,VN,2e0f20ed8696bf9cfa929c2a21b2a696,524056b5a2b4dbc95584683b6550ae01,9467ee76d8c163312c408f28fd00398e,3f7afb372302167de616ca1466cc8c08,dcc8194ced652f039f8b813101c6de7c,10.0,10.0,NO,Vehículo Entregado en Malas Condiciones,Fallas en el funcionamiento del equipamiento,Entrega Fisica,0.9902598486230164,SIN RESPUESTA,Responsable 3,OBSERVACION
5117,Marca 1,2018-05-22,2018-05-23,Mayo,GESTIONADO,A TIEMPO,Sucursal 1,PA,8b15daa6383e7624de26afc8ad1e2d41,e011caa8992b984ed655a94977c07c3f,356e401fdf5f83c8421e87a8f8f60611,ee43e1218de92eda6362d1388374497a,2e1d1e3fe8265865efbc8cbb4baaf4e8,9.0,10.0,NO,Asesoramiento,Omisión/error en la sucripcion o en la venta ; Gastos ; Plazos de entrega,Ventas,0.9912684661681558,REVERTIDO,Responsable 3,OBSERVACION
5118,Marca 1,2018-05-22,2018-05-23,Mayo,GESTIONADO,A TIEMPO,Sucursal 1,PA,653bd1ba7380832c3fc4fbb180eb1b91,0e9f4b36b4a13995082df14f5e21bfcb,b538b67068f3a4467ae13d2924aa0b19,e99c7a33308ddc33ceeec50050697e49,de6ca3630f08f0948748b40481962ee6,10.0,9.0,NO,Asesoramiento,Consultas pendientes del Cliente,Adjudicados,0.9923855553529092,REVERTIDO,Responsable 3,OBSERVACION
5119,Marca 1,2018-05-22,2018-05-23,Mayo,GESTIONADO,FUERA DE PLAZO,Sucursal 1,VN,337a3a197219df05c493520851813663,1a9c50f420f70ddcd7c6769bb0042edb,ab899e7b94712827d6dd664c76eb8032,b73b56afcdb37323f52604f3e2efb349,71a9b113d1f5b7c0f8938227c768e822,10.0,9.0,NO,Asesoramiento,Plazos de entrega,Ventas,0.9923855553529092,REVERTIDO,Responsable 3,OBSERVACION
5121,Marca 2,2018-05-22,2018-05-23,Mayo,GESTIONADO,A TIEMPO,Sucursal 2,PA,94649e053a2416e5ce9c3b2b321cda6e,455f6e1e1d958cc4c582df866ad6051c,1385b5c4b7dd05ca02ce4eb0d0a639f7,f8cf922d25de7b64db1078c48140c9ef,c05b99494d907cff1901915bc6210e26,9.0,10.0,NO,Asesoramiento,Plazos de entrega,Entrega Administrativa,0.9912684661681558,REVERTIDO,Responsable 1,OBSERVACION
5122,Marca 2,2018-05-22,2018-05-23,Mayo,GESTIONADO,A TIEMPO,Sucursal 2,PV,23f72dbd944a5eb87ec78e5155714206,23f72dbd944a5eb87ec78e5155714206,0465470c2963f96fa7fed23d7ae84be9,d5ad08cefdcc17701d0bc64017c4b477,f518a3655b6f5b9579054a807aae1486,9.0,9.0,NO,Demoras en la atención,Recepción del auto,Asesor,0.9912684661681558,REVERTIDO,Responsable 1,OBSERVACION
5124,Marca 1,2018-05-22,2018-05-24,Mayo,GESTIONADO,FUERA DE PLAZO,Sucursal 2,PA,2d3fc439536620b9c2761b3a99d356c8,ccfef5b5fd1bd0b56c6ae83a761e9412,8ebb67af2a287443ac5f4fab7ed8ca47,f2fdb2a8659f0c64731355e475d62bae,748fbecc231e2d9ae357f3db7914b27a,5.0,5.0,NO,Varios,"Asesoramiento: Plazos de entrega, Tasación usado,Omisión/error en la sucripcion o en la venta ; Comunicación: Falta de comunicación ante novedades",Adjudicados,0.9913824548604778,NO REVERTIDO,Responsable 1,BAJA CALIFICACION
5125,Marca 1,2018-05-22,2018-05-24,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 2,PA,8a43114947e6760e49b211a53fe81b30,ccfef5b5fd1bd0b56c6ae83a761e9412,122cbb1bfebb0dbb2d0cce37d0452f4a,4a6158961794c89c474ec0c132e39245,868441be602a7d7025ec070234fe5e98,5.0,4.0,NO,Asesoramiento,"Plazos de entrega, Sobre el proceso administrativo",Entrega Administrativa,0.9902598486230164,SIN RESPUESTA,Responsable 1,BAJA CALIFICACION
5126,Marca 1,2018-05-22,2018-05-23,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 2,PV,d42c6c19848969da1529524c286a6a30,67c875e0cb685852195259d85722903a,d3126c55a50e7f4a4146900611e793a0,1cefaf0562c1366f4cecaa606e34bdac,5acda52545fb5b4ee067d635e7f9bf29,9.0,10.0,NO,Disconformidad con el fabricante,Disponibilidad de repuestos,Repuestos,0.9902598486230164,SIN RESPUESTA,Responsable 1,OBSERVACION
5127,Marca 1,2018-05-22,2018-05-23,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 2,PA,f299d4a3bcc0bad72d6d4ad7d75ed58d,ccfef5b5fd1bd0b56c6ae83a761e9412,62c74860f342492071ac60f5485e0015,22f8caa60439cdb4289967da2d6c602e,f1cd4783183e397fd3696027224efc23,9.0,9.0,NO,Asesoramiento,Plazos de entrega,Ventas,0.9902598486230164,SIN RESPUESTA,Responsable 3,OBSERVACION
5128,Marca 1,2018-05-22,2018-05-24,Mayo,GESTIONADO,FUERA DE PLAZO,Sucursal 4,VN,a2371c59fb5954b5c5d77bd63fe420ad,03acd0e6542b0de7ee31f242cbbd11df,8b8437ea75aa26e11ed5e6a67e3ac05f,f9c9e37a8a8c991c645dddf602c87105,71a9b113d1f5b7c0f8938227c768e822,8.0,9.0,NO,Varios,"Asesoramiento: Plazos de entrega, Consultas pendientes del Cliente",Ventas,0.9913824548604778,REVERTIDO,Responsable 1,BAJA CALIFICACION
5129,Marca 1,2018-05-22,2018-05-24,Mayo,GESTIONADO,A TIEMPO,Sucursal 4,VN,2a58f5b8c4c62c240171f59b66169af4,64e975259052f468534dcf042505d40f,4380cc911e419b5b159566eb99caff7b,a93736ace92c0b4c4e47f7236c8d144f,868441be602a7d7025ec070234fe5e98,9.0,9.0,SI,Vehículo Entregado en Malas Condiciones,Fallas en el funcionamiento del equipamiento,Entrega Fisica,0.9912684661681558,REVERTIDO,Responsable 3,INCIDENTE
5130,Marca 1,2018-05-22,2018-05-24,Mayo,GESTIONADO,A TIEMPO,Sucursal 4,VN,2d72a495cb39e4a8c9c25f8fc620aab6,0a4fd748263abd96d433702257b5397d,20243463e817679e14ad2d8f8b7ae5f3,7b9f123642f94d552b8a1e610dbb1c97,f1cd4783183e397fd3696027224efc23,8.0,9.0,NO,Expectativas altas del cliente,Nota 7 y 8 sin comentario negativo,Ventas,0.9912912639066204,NO REVERTIDO,Responsable 3,BAJA CALIFICACION
5131,Marca 1,2018-05-22,2018-05-23,Mayo,GESTIONADO,FUERA DE PLAZO,Sucursal 4,PA,067c80a173a45d9072c02e1deb07f8b3,ccfef5b5fd1bd0b56c6ae83a761e9412,8e7865a98f3137b9abfeeeb6072b178a,98f6cd186e6dd3c28b8250ef94d93fa3,2e1d1e3fe8265865efbc8cbb4baaf4e8,9.0,9.0,NO,Asesoramiento,Seguro,Adjudicados,0.9913824548604778,REVERTIDO,Responsable 1,OBSERVACION
5132,Marca 1,2018-05-22,2018-05-23,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 4,VN,2d72a495cb39e4a8c9c25f8fc620aab6,c86f8e81b305d6b3a355fa1a0191271e,62181a7e85c429d826a3e84c28f8cb2f,1ac98e5d145846cc745181b2dee8b951,71a9b113d1f5b7c0f8938227c768e822,10.0,10.0,NO,Varios,Condiciones de Atención del Personal : Otros ; Disconformidad con el fabricante : Disponibilidad de repuestos,Taller,0.9902598486230164,SIN RESPUESTA,Responsable 3,OBSERVACION
5134,Marca 1,2018-05-22,2018-05-23,Mayo,GESTIONADO,A TIEMPO,Sucursal 3,PA,b545bd323b5b44201c2ab25186b8a04f,ccfef5b5fd1bd0b56c6ae83a761e9412,4b32e8ee603c3cf41224cdd9bfdc15d8,4a6dceaba51c615d1b683ce9cfb8e7dd,f1cd4783183e397fd3696027224efc23,9.0,9.0,NO,Asesoramiento,Plazos de entrega,Entrega Administrativa,0.9914052525989422,REVERTIDO,Responsable 1,OBSERVACION
5135,Marca 1,2018-05-22,2018-05-23,Mayo,GESTIONADO,FUERA DE PLAZO,Sucursal 3,PV,3916c814354e0296acb59474762579c3,3228ebdbca7b438f8a6de1b3c6148abc,e555f77a0d64c25ecf292447de60838b,21e8feeadd5301ea32719fb1b292a630,6ba7d889f769b5f7ad820ef27014f805,9.0,10.0,NO,Asesoramiento,Consultas pendientes del cliente,Asesor,0.9912684661681558,REVERTIDO,Responsable 3,OBSERVACION
5136,Marca 2,2018-05-23,2018-05-30,Mayo,GESTIONADO,A TIEMPO,Sucursal 1,PV,9ab44a00048683157543d680cbc60926,9ab44a00048683157543d680cbc60926,2a0d774c1170ade11767d06dd6547b45,f65ac9ff5936fff85086b9713fdced77,b8e28c3ab56362b39d850a828f650587,9.0,10.0,NO,Lavado,Vehículo no lavado / aspirado,Lavadero,0.9914052525989422,REVERTIDO,Responsable 1,OBSERVACION
5137,Marca 2,2018-05-23,2018-05-28,Mayo,GESTIONADO,A TIEMPO,Sucursal 1,PV,7db59b81bbaa5d9bd3476b5373efaa53,7db59b81bbaa5d9bd3476b5373efaa53,0b8e8a18097cfb36e2e7ec533e6168f9,b6665ac7aba76c2c17377e27720bf7cf,f4d85c567c1c21292d335c302d57469f,7.0,-1.0,NO,Varios,Asesoramiento : En la devolución del taller ; Disconformidad con el fabricante : Política de precios,Asesor,0.9912684661681558,REVERTIDO,Responsable 3,BAJA CALIFICACION
5139,Marca 2,2018-05-23,2018-05-28,Mayo,GESTIONADO,A TIEMPO,Sucursal 1,PV,21682ba91331decdbe91cd739e157aa8,21682ba91331decdbe91cd739e157aa8,407c75db6a02abf50868a5262e2fccfc,aeb600770076920a6856913614dbf4da,3d85c93947db1628e87dac4dac75fd15,7.0,7.0,SI,Varios,Demoras en la Atención: Devolución del VH; Reclamos al Taller: Trabajo parcial; Disconformidad con el Fabricante: Disponibilidad de repuestos; Asesoramiento: Nuevo problema,Taller,0.9912684661681558,NO REVERTIDO,Responsable 1,BAJA CALIFICACION Y RETORNO
5140,Marca 2,2018-05-23,2018-05-28,Mayo,GESTIONADO,A TIEMPO,Sucursal 1,PV,b50a919c66342a99687e80bc4d4299f5,b50a919c66342a99687e80bc4d4299f5,b773443bdc02491c29ef9e6d596ef32a,1a6747b0427a3d5bd6b38d784671d6fd,3d85c93947db1628e87dac4dac75fd15,5.0,5.0,NO,Varios,"Disconformidad con el Fabricante: Políticas de precios; Asesoramiento: En la devolución del taller, En la recepción del taller",Asesor,0.9912684661681558,NO REVERTIDO,Responsable 1,BAJA CALIFICACION
5141,Marca 2,2018-05-23,2018-05-28,Mayo,GESTIONADO,A TIEMPO,Sucursal 1,PV,21682ba91331decdbe91cd739e157aa8,21682ba91331decdbe91cd739e157aa8,2098a36ca3b6b3659685f5d71129b30b,162b8f1de7b9c14cd9e1b87e32e427a3,3d85c93947db1628e87dac4dac75fd15,8.0,10.0,NO,Expectativas altas del cliente,Nota 7 y 8 sin comentario negativo,Asesor,0.9913596571220136,REVERTIDO,Responsable 1,BAJA CALIFICACION
5142,Marca 2,2018-05-23,2018-05-24,Mayo,GESTIONADO,A TIEMPO,Sucursal 1,PV,21682ba91331decdbe91cd739e157aa8,21682ba91331decdbe91cd739e157aa8,a0cc7b6b34fd09b62b4f439f11e3a294,607e441973ff10e17682b9526d6274dc,b5db2b144223e2d4152354cd0e8d5f17,9.0,10.0,NO,Varios,Disconformidad con el fabricante : Disponibilidad de repuestos ; Política de precios,Asesor,0.9912456684296918,REVERTIDO,Responsable 3,OBSERVACION
5144,Marca 2,2018-05-23,2018-05-24,Mayo,GESTIONADO,FUERA DE PLAZO,Sucursal 1,PV,21682ba91331decdbe91cd739e157aa8,640a4cb710922f0fba448d1185d0acf0,10b6177d9a084d30b9b906509c3e5d1c,c14ea3d8dbdd305439dd619469e16413,b8e28c3ab56362b39d850a828f650587,10.0,10.0,NO,Problemas de Gestoría,Faltante / error en documentación,Gestoria,0.9913596571220136,REVERTIDO,Responsable 3,OBSERVACION
5146,Marca 3,2018-05-23,2018-05-28,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,450d5d61d2f474b254976bc91e9b4c12,450d5d61d2f474b254976bc91e9b4c12,7506b5a155212506bcf66551a8c34b66,59e2e6343ffcc0225aa2b382d48e5264,1ab003bdca139b0f8c178fd260a62737,9.0,6.0,NO,Varios,Disconformidad con el Fabricante: Disponibilidad de repuestos; Demoras en la Atención: Recepción del auto; Turnos: Disponibilidad de turnos,Asesor,0.9902598258252782,SIN RESPUESTA,Responsable 1,BAJA CALIFICACION
5147,Marca 4,2018-05-23,2018-05-28,Mayo,GESTIONADO,FUERA DE PLAZO,Sucursal 1,VN,25aebae4c8d5b2c72277e55791868691,a25675d8e5ffe874d55f9f8c16ee3c2c,91d1a52d390c5025ec36b34943e7da62,49bb9991ef026dd9fa344e9f2af8bff6,e1eb9cc5babeb7bc76a7db1cdd1cf46e,9.0,9.0,SI,Accesorios,Faltante,Entrega Fisica,0.9914052525989422,CERRADO POR GERENCIA,Responsable 1,INCIDENTE
5148,Marca 4,2018-05-23,2018-05-28,Mayo,SIN GESTION,Sin Tratamiento,Sucursal 1,VN,61f854704d973425d466466bbafb8537,a25675d8e5ffe874d55f9f8c16ee3c2c,59133f95e4af7dd23cfcbe6af53fa01e,5ee8a809394d0f096b3074b773fcb544,3084432a5351098619e6cf96b961702d,8.0,10.0,NO,Demoras en la atención,Entrega Física,Entrega Fisica,0.9902598258252782,SIN RESPUESTA,Responsable 1,BAJA CALIFICACION
5149,Marca 4,2018-05-23,2018-05-28,Mayo,GESTIONADO,FUERA DE PLAZO,Sucursal 1,PV,fcf0a5545502f79c36e5ff43129890b3,6cc3f8a62d78e4e83a3b2e5c6f154cc7,9635d4ef8968c9f59f7a6900c8b395f2,dfddf5315bdf139d1fd4fbb22a0df526,43e9b90c942233c3d03650eec93f789a,8.0,9.0,NO,Lavado,Lavado mal terminado,Lavadero,0.9914052525989422,REVERTIDO,Responsable 3,BAJA CALIFICACION
5150,Marca 4,2018-05-23,2018-05-28,Mayo,GESTIONADO,A TIEMPO,Sucursal 1,PV,c2006c5ab28a559b148d6cf4d6a0d1dd,4821ee780842e7aa34d8ef61ac6d3408,9308bf2517dacddd1a9983aa79cede49,6990e1a23473c2b96416313e1abf3b1f,f1d49e55f8a80de0db3e45b7a6f60347,2.0,2.0,NO,Varios,Comunicación: Falta de comunicación ante novedades ; Reclamos al taller : Error en el diagnóstico ; Asesoramiento : Precios ; Condiciones generales : Disconformidad con la relacion precio-calidad de servicio; Reclamos al taller : Mala reparación,Taller,0.9913596571220136,CERRADO POR GERENCIA,Responsable 3,BAJA CALIFICACION
5151,Marca 4,2018-05-23,2018-05-28,Mayo,GESTIONADO,FUERA DE PLAZO,Sucursal 1,PV,fcf0a5545502f79c36e5ff43129890b3,6cc3f8a62d78e4e83a3b2e5c6f154cc7,78b20ee6ae307b71de1e3473c0bc3f4d,74e5c0c599adb7137cc3acb17f57571f,c5723a19e0a452f01eef625223317fd7,1.0,2.0,SI,Reclamos al taller,Mala reparación,Taller,0.9914052525989422,NO REVERTIDO,Responsable 3,BAJA CALIFICACION Y RETORNO
